Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([56]), u'n_hidden_layers': array([7]), u'learning_rate': array([ 1.]), u'beta': array([ 0.1])}
('Epoch:', '1538', 'test cost=', '0.647266209')
('Epoch:', '1539', 'training cost=', '0.651809558')
('Epoch:', '1539', 'test cost=', '0.649571002')
('Epoch:', '1540', 'training cost=', '0.660337061')
('Epoch:', '1540', 'test cost=', '0.650359392')
('Epoch:', '1541', 'training cost=', '0.654296557')
('Epoch:', '1541', 'test cost=', '0.641302228')
('Epoch:', '1542', 'training cost=', '0.655710320')
('Epoch:', '1542', 'test cost=', '0.642189622')
('Epoch:', '1543', 'training cost=', '0.656850308')
('Epoch:', '1543', 'test cost=', '0.653086543')
('Epoch:', '1544', 'training cost=', '0.654971256')
('Epoch:', '1544', 'test cost=', '0.645967662')
('Epoch:', '1545', 'training cost=', '0.654931837')
('Epoch:', '1545', 'test cost=', '0.687271118')
('Epoch:', '1546', 'training cost=', '0.654824650')
('Epoch:', '1546', 'test cost=', '0.655722201')
('Epoch:', '1547', 'training cost=', '0.656080381')
('Epoch:', '1547', 'test cost=', '0.640990078')
('Epoch:', '1548', 'training cost=', '0.653943317')
('Epoch:', '1548', 'test cost=', '0.641376078')
('Epoch:', '1549', 'training cost=', '0.658687044')
('Epoch:', '1549', 'test cost=', '0.647317171')
('Epoch:', '1550', 'training cost=', '0.656345873')
('Epoch:', '1550', 'test cost=', '0.660749435')
('Epoch:', '1551', 'training cost=', '0.655735970')
('Epoch:', '1551', 'test cost=', '0.681081235')
('Epoch:', '1552', 'training cost=', '0.659577438')
('Epoch:', '1552', 'test cost=', '0.643171608')
('Epoch:', '1553', 'training cost=', '0.656156973')
('Epoch:', '1553', 'test cost=', '0.648778260')
('Epoch:', '1554', 'training cost=', '0.658484049')
('Epoch:', '1554', 'test cost=', '0.640901744')
('Epoch:', '1555', 'training cost=', '0.655520352')
('Epoch:', '1555', 'test cost=', '0.641866326')
('Epoch:', '1556', 'training cost=', '0.654064042')
('Epoch:', '1556', 'test cost=', '0.643138289')
('Epoch:', '1557', 'training cost=', '0.656145474')
('Epoch:', '1557', 'test cost=', '0.642079711')
('Epoch:', '1558', 'training cost=', '0.658607729')
('Epoch:', '1558', 'test cost=', '0.700024009')
('Epoch:', '1559', 'training cost=', '0.656279385')
('Epoch:', '1559', 'test cost=', '0.682075977')
('Epoch:', '1560', 'training cost=', '0.657966647')
('Epoch:', '1560', 'test cost=', '0.649346888')
('Epoch:', '1561', 'training cost=', '0.661020487')
('Epoch:', '1561', 'test cost=', '0.662503302')
('Epoch:', '1562', 'training cost=', '0.656914077')
('Epoch:', '1562', 'test cost=', '0.644281268')
('Epoch:', '1563', 'training cost=', '0.655048582')
('Epoch:', '1563', 'test cost=', '0.640879691')
('Epoch:', '1564', 'training cost=', '0.656950703')
('Epoch:', '1564', 'test cost=', '0.661425292')
('Epoch:', '1565', 'training cost=', '0.654711034')
('Epoch:', '1565', 'test cost=', '0.644802749')
('Epoch:', '1566', 'training cost=', '0.659594404')
('Epoch:', '1566', 'test cost=', '0.643342316')
('Epoch:', '1567', 'training cost=', '0.656146733')
('Epoch:', '1567', 'test cost=', '0.657805145')
('Epoch:', '1568', 'training cost=', '0.659384441')
('Epoch:', '1568', 'test cost=', '0.643490076')
('Epoch:', '1569', 'training cost=', '0.657592184')
('Epoch:', '1569', 'test cost=', '0.649576068')
('Epoch:', '1570', 'training cost=', '0.654875740')
('Epoch:', '1570', 'test cost=', '0.640992582')
('Epoch:', '1571', 'training cost=', '0.654633793')
('Epoch:', '1571', 'test cost=', '0.689275801')
('Epoch:', '1572', 'training cost=', '0.659912675')
('Epoch:', '1572', 'test cost=', '0.710895896')
('Epoch:', '1573', 'training cost=', '0.656100540')
('Epoch:', '1573', 'test cost=', '0.686609685')
('Epoch:', '1574', 'training cost=', '0.656529688')
('Epoch:', '1574', 'test cost=', '0.642567396')
('Epoch:', '1575', 'training cost=', '0.655571342')
('Epoch:', '1575', 'test cost=', '0.648670554')
('Epoch:', '1576', 'training cost=', '0.660283594')
('Epoch:', '1576', 'test cost=', '0.647384465')
('Epoch:', '1577', 'training cost=', '0.654449293')
('Epoch:', '1577', 'test cost=', '0.647469699')
('Epoch:', '1578', 'training cost=', '0.657898370')
('Epoch:', '1578', 'test cost=', '0.640840113')
('Epoch:', '1579', 'training cost=', '0.656674525')
('Epoch:', '1579', 'test cost=', '0.658455551')
('Epoch:', '1580', 'training cost=', '0.654298117')
('Epoch:', '1580', 'test cost=', '0.641463935')
('Epoch:', '1581', 'training cost=', '0.658163851')
('Epoch:', '1581', 'test cost=', '0.640992582')
('Epoch:', '1582', 'training cost=', '0.656392816')
('Epoch:', '1582', 'test cost=', '0.672389448')
('Epoch:', '1583', 'training cost=', '0.654689576')
('Epoch:', '1583', 'test cost=', '0.656886160')
('Epoch:', '1584', 'training cost=', '0.654063373')
('Epoch:', '1584', 'test cost=', '0.644988894')
('Epoch:', '1585', 'training cost=', '0.655558276')
('Epoch:', '1585', 'test cost=', '0.671104014')
('Epoch:', '1586', 'training cost=', '0.657273325')
('Epoch:', '1586', 'test cost=', '0.641834199')
('Epoch:', '1587', 'training cost=', '0.656948582')
('Epoch:', '1587', 'test cost=', '0.700997531')
('Epoch:', '1588', 'training cost=', '0.658258762')
('Epoch:', '1588', 'test cost=', '0.652567387')
('Epoch:', '1589', 'training cost=', '0.657570185')
('Epoch:', '1589', 'test cost=', '0.644813359')
('Epoch:', '1590', 'training cost=', '0.653981027')
('Epoch:', '1590', 'test cost=', '0.652386963')
('Epoch:', '1591', 'training cost=', '0.655179272')
('Epoch:', '1591', 'test cost=', '0.676551282')
('Epoch:', '1592', 'training cost=', '0.655866247')
('Epoch:', '1592', 'test cost=', '0.646915257')
('Epoch:', '1593', 'training cost=', '0.655625138')
('Epoch:', '1593', 'test cost=', '0.641822815')
('Epoch:', '1594', 'training cost=', '0.656746948')
('Epoch:', '1594', 'test cost=', '0.703803539')
('Epoch:', '1595', 'training cost=', '0.653798416')
('Epoch:', '1595', 'test cost=', '0.656574070')
('Epoch:', '1596', 'training cost=', '0.654324232')
('Epoch:', '1596', 'test cost=', '0.644514441')
('Epoch:', '1597', 'training cost=', '0.657949237')
('Epoch:', '1597', 'test cost=', '0.642957509')
('Epoch:', '1598', 'training cost=', '0.657155829')
('Epoch:', '1598', 'test cost=', '0.644277096')
('Epoch:', '1599', 'training cost=', '0.660917002')
('Epoch:', '1599', 'test cost=', '0.641100883')
('Epoch:', '1600', 'training cost=', '0.657018459')
('Epoch:', '1600', 'test cost=', '0.641252935')
('Epoch:', '1601', 'training cost=', '0.655199129')
('Epoch:', '1601', 'test cost=', '0.644186795')
('Epoch:', '1602', 'training cost=', '0.653107988')
('Epoch:', '1602', 'test cost=', '0.640839159')
('Epoch:', '1603', 'training cost=', '0.658474948')
('Epoch:', '1603', 'test cost=', '0.648877919')
('Epoch:', '1604', 'training cost=', '0.655902862')
('Epoch:', '1604', 'test cost=', '0.652044356')
('Epoch:', '1605', 'training cost=', '0.656607146')
('Epoch:', '1605', 'test cost=', '0.641547441')
('Epoch:', '1606', 'training cost=', '0.657002163')
('Epoch:', '1606', 'test cost=', '0.650591433')
('Epoch:', '1607', 'training cost=', '0.660258121')
('Epoch:', '1607', 'test cost=', '0.675275981')
('Epoch:', '1608', 'training cost=', '0.652018048')
('Epoch:', '1608', 'test cost=', '0.645250201')
('Epoch:', '1609', 'training cost=', '0.653967508')
('Epoch:', '1609', 'test cost=', '0.645514965')
('Epoch:', '1610', 'training cost=', '0.654231925')
('Epoch:', '1610', 'test cost=', '0.652202547')
('Epoch:', '1611', 'training cost=', '0.656324820')
('Epoch:', '1611', 'test cost=', '0.641240358')
('Epoch:', '1612', 'training cost=', '0.654951841')
('Epoch:', '1612', 'test cost=', '0.655830383')
('Epoch:', '1613', 'training cost=', '0.659738259')
('Epoch:', '1613', 'test cost=', '0.648385763')
('Epoch:', '1614', 'training cost=', '0.653523937')
('Epoch:', '1614', 'test cost=', '0.646987021')
('Epoch:', '1615', 'training cost=', '0.655664186')
('Epoch:', '1615', 'test cost=', '0.650429249')
('Epoch:', '1616', 'training cost=', '0.655139764')
('Epoch:', '1616', 'test cost=', '0.644548416')
('Epoch:', '1617', 'training cost=', '0.656553357')
('Epoch:', '1617', 'test cost=', '0.698949516')
('Epoch:', '1618', 'training cost=', '0.655641258')
('Epoch:', '1618', 'test cost=', '0.640979409')
('Epoch:', '1619', 'training cost=', '0.655761555')
('Epoch:', '1619', 'test cost=', '0.640796065')
('Epoch:', '1620', 'training cost=', '0.657377946')
('Epoch:', '1620', 'test cost=', '0.645120502')
('Epoch:', '1621', 'training cost=', '0.655139097')
('Epoch:', '1621', 'test cost=', '0.641016304')
('Epoch:', '1622', 'training cost=', '0.654533614')
('Epoch:', '1622', 'test cost=', '0.648587883')
('Epoch:', '1623', 'training cost=', '0.659089255')
('Epoch:', '1623', 'test cost=', '0.709500790')
('Epoch:', '1624', 'training cost=', '0.657125432')
('Epoch:', '1624', 'test cost=', '0.651024818')
('Epoch:', '1625', 'training cost=', '0.656492421')
('Epoch:', '1625', 'test cost=', '0.655054331')
('Epoch:', '1626', 'training cost=', '0.656428469')
('Epoch:', '1626', 'test cost=', '0.663515806')
('Epoch:', '1627', 'training cost=', '0.655181950')
('Epoch:', '1627', 'test cost=', '0.641429603')
('Epoch:', '1628', 'training cost=', '0.659302415')
('Epoch:', '1628', 'test cost=', '0.644102335')
('Epoch:', '1629', 'training cost=', '0.653372119')
('Epoch:', '1629', 'test cost=', '0.642747521')
('Epoch:', '1630', 'training cost=', '0.655089212')
('Epoch:', '1630', 'test cost=', '0.659878016')
('Epoch:', '1631', 'training cost=', '0.657405875')
('Epoch:', '1631', 'test cost=', '0.659075320')
('Epoch:', '1632', 'training cost=', '0.654501314')
('Epoch:', '1632', 'test cost=', '0.675779223')
('Epoch:', '1633', 'training cost=', '0.655911370')
('Epoch:', '1633', 'test cost=', '0.648533523')
('Epoch:', '1634', 'training cost=', '0.660501197')
('Epoch:', '1634', 'test cost=', '0.642708361')
('Epoch:', '1635', 'training cost=', '0.656707164')
('Epoch:', '1635', 'test cost=', '0.640806496')
('Epoch:', '1636', 'training cost=', '0.657679596')
('Epoch:', '1636', 'test cost=', '0.701161325')
('Epoch:', '1637', 'training cost=', '0.653438229')
('Epoch:', '1637', 'test cost=', '0.643747091')
('Epoch:', '1638', 'training cost=', '0.656384183')
('Epoch:', '1638', 'test cost=', '0.651934147')
('Epoch:', '1639', 'training cost=', '0.656001964')
('Epoch:', '1639', 'test cost=', '0.640779078')
('Epoch:', '1640', 'training cost=', '0.655974285')
('Epoch:', '1640', 'test cost=', '0.642254591')
('Epoch:', '1641', 'training cost=', '0.658294972')
('Epoch:', '1641', 'test cost=', '0.660481572')
('Epoch:', '1642', 'training cost=', '0.656435604')
('Epoch:', '1642', 'test cost=', '0.643472731')
('Epoch:', '1643', 'training cost=', '0.655818254')
('Epoch:', '1643', 'test cost=', '0.641740799')
('Epoch:', '1644', 'training cost=', '0.658349496')
('Epoch:', '1644', 'test cost=', '0.646549344')
('Epoch:', '1645', 'training cost=', '0.656929180')
('Epoch:', '1645', 'test cost=', '0.642664254')
('Epoch:', '1646', 'training cost=', '0.656689340')
('Epoch:', '1646', 'test cost=', '0.653884888')
('Epoch:', '1647', 'training cost=', '0.653306515')
('Epoch:', '1647', 'test cost=', '0.644696295')
('Epoch:', '1648', 'training cost=', '0.655658667')
('Epoch:', '1648', 'test cost=', '0.659577370')
('Epoch:', '1649', 'training cost=', '0.658610645')
('Epoch:', '1649', 'test cost=', '0.641901612')
('Epoch:', '1650', 'training cost=', '0.653480764')
('Epoch:', '1650', 'test cost=', '0.656272769')
('Epoch:', '1651', 'training cost=', '0.657013684')
('Epoch:', '1651', 'test cost=', '0.641312480')
('Epoch:', '1652', 'training cost=', '0.654565808')
('Epoch:', '1652', 'test cost=', '0.641875684')
('Epoch:', '1653', 'training cost=', '0.657152262')
('Epoch:', '1653', 'test cost=', '0.640817702')
('Epoch:', '1654', 'training cost=', '0.655067855')
('Epoch:', '1654', 'test cost=', '0.641157210')
('Epoch:', '1655', 'training cost=', '0.656422184')
('Epoch:', '1655', 'test cost=', '0.648832560')
('Epoch:', '1656', 'training cost=', '0.654036521')
('Epoch:', '1656', 'test cost=', '0.643563449')
('Epoch:', '1657', 'training cost=', '0.658463821')
('Epoch:', '1657', 'test cost=', '0.643353820')
('Epoch:', '1658', 'training cost=', '0.658954327')
('Epoch:', '1658', 'test cost=', '0.711719334')
('Epoch:', '1659', 'training cost=', '0.656952580')
('Epoch:', '1659', 'test cost=', '0.646381795')
('Epoch:', '1660', 'training cost=', '0.655340634')
('Epoch:', '1660', 'test cost=', '0.640835047')
('Epoch:', '1661', 'training cost=', '0.655373298')
('Epoch:', '1661', 'test cost=', '0.668314219')
('Epoch:', '1662', 'training cost=', '0.655962271')
('Epoch:', '1662', 'test cost=', '0.641308010')
('Epoch:', '1663', 'training cost=', '0.655952269')
('Epoch:', '1663', 'test cost=', '0.645824194')
('Epoch:', '1664', 'training cost=', '0.652880856')
('Epoch:', '1664', 'test cost=', '0.645301223')
('Epoch:', '1665', 'training cost=', '0.654116204')
('Epoch:', '1665', 'test cost=', '0.701566696')
('Epoch:', '1666', 'training cost=', '0.654965107')
('Epoch:', '1666', 'test cost=', '0.656525373')
('Epoch:', '1667', 'training cost=', '0.657917805')
('Epoch:', '1667', 'test cost=', '0.668627322')
('Epoch:', '1668', 'training cost=', '0.658545025')
('Epoch:', '1668', 'test cost=', '0.641489327')
('Epoch:', '1669', 'training cost=', '0.655657762')
('Epoch:', '1669', 'test cost=', '0.700130880')
('Epoch:', '1670', 'training cost=', '0.655396124')
('Epoch:', '1670', 'test cost=', '0.642468095')
('Epoch:', '1671', 'training cost=', '0.658907654')
('Epoch:', '1671', 'test cost=', '0.657904267')
('Epoch:', '1672', 'training cost=', '0.655007596')
('Epoch:', '1672', 'test cost=', '0.643739820')
('Epoch:', '1673', 'training cost=', '0.657538024')
('Epoch:', '1673', 'test cost=', '0.642725468')
('Epoch:', '1674', 'training cost=', '0.656572918')
('Epoch:', '1674', 'test cost=', '0.641684890')
('Epoch:', '1675', 'training cost=', '0.658248176')
('Epoch:', '1675', 'test cost=', '0.731977046')
('Epoch:', '1676', 'training cost=', '0.657327524')
('Epoch:', '1676', 'test cost=', '0.652390420')
('Epoch:', '1677', 'training cost=', '0.657907150')
('Epoch:', '1677', 'test cost=', '0.652408123')
('Epoch:', '1678', 'training cost=', '0.655437429')
('Epoch:', '1678', 'test cost=', '0.641414940')
('Epoch:', '1679', 'training cost=', '0.657806259')
('Epoch:', '1679', 'test cost=', '0.641836345')
('Epoch:', '1680', 'training cost=', '0.658709484')
('Epoch:', '1680', 'test cost=', '0.693439245')
('Epoch:', '1681', 'training cost=', '0.656704285')
('Epoch:', '1681', 'test cost=', '0.666614056')
('Epoch:', '1682', 'training cost=', '0.654785618')
('Epoch:', '1682', 'test cost=', '0.646490991')
('Epoch:', '1683', 'training cost=', '0.655360190')
('Epoch:', '1683', 'test cost=', '0.665048361')
('Epoch:', '1684', 'training cost=', '0.654989350')
('Epoch:', '1684', 'test cost=', '0.643845975')
('Epoch:', '1685', 'training cost=', '0.657251340')
('Epoch:', '1685', 'test cost=', '0.644961715')
('Epoch:', '1686', 'training cost=', '0.656650870')
('Epoch:', '1686', 'test cost=', '0.653786838')
('Epoch:', '1687', 'training cost=', '0.656110221')
('Epoch:', '1687', 'test cost=', '0.649978638')
('Epoch:', '1688', 'training cost=', '0.657839211')
('Epoch:', '1688', 'test cost=', '0.650569737')
('Epoch:', '1689', 'training cost=', '0.653544967')
('Epoch:', '1689', 'test cost=', '0.649947703')
('Epoch:', '1690', 'training cost=', '0.656926907')
('Epoch:', '1690', 'test cost=', '0.645072818')
('Epoch:', '1691', 'training cost=', '0.660041773')
('Epoch:', '1691', 'test cost=', '0.648501873')
('Epoch:', '1692', 'training cost=', '0.657490608')
('Epoch:', '1692', 'test cost=', '0.648742318')
('Epoch:', '1693', 'training cost=', '0.654228996')
('Epoch:', '1693', 'test cost=', '0.640850365')
('Epoch:', '1694', 'training cost=', '0.660931935')
('Epoch:', '1694', 'test cost=', '0.644894242')
('Epoch:', '1695', 'training cost=', '0.654504425')
('Epoch:', '1695', 'test cost=', '0.643622518')
('Epoch:', '1696', 'training cost=', '0.654478503')
('Epoch:', '1696', 'test cost=', '0.644305050')
('Epoch:', '1697', 'training cost=', '0.654057954')
('Epoch:', '1697', 'test cost=', '0.668375313')
('Epoch:', '1698', 'training cost=', '0.658285606')
('Epoch:', '1698', 'test cost=', '0.645141423')
('Epoch:', '1699', 'training cost=', '0.654871526')
('Epoch:', '1699', 'test cost=', '0.654061198')
('Epoch:', '1700', 'training cost=', '0.656764601')
('Epoch:', '1700', 'test cost=', '0.656335056')
('Epoch:', '1701', 'training cost=', '0.658660894')
('Epoch:', '1701', 'test cost=', '0.658820808')
('Epoch:', '1702', 'training cost=', '0.655019352')
('Epoch:', '1702', 'test cost=', '0.640824735')
('Epoch:', '1703', 'training cost=', '0.655800443')
('Epoch:', '1703', 'test cost=', '0.650936663')
('Epoch:', '1704', 'training cost=', '0.657886575')
('Epoch:', '1704', 'test cost=', '0.645667672')
('Epoch:', '1705', 'training cost=', '0.654710134')
('Epoch:', '1705', 'test cost=', '0.640869558')
('Epoch:', '1706', 'training cost=', '0.657478308')
('Epoch:', '1706', 'test cost=', '0.640985429')
('Epoch:', '1707', 'training cost=', '0.656073421')
('Epoch:', '1707', 'test cost=', '0.641524434')
('Epoch:', '1708', 'training cost=', '0.656311139')
('Epoch:', '1708', 'test cost=', '0.645951211')
('Epoch:', '1709', 'training cost=', '0.662698194')
('Epoch:', '1709', 'test cost=', '0.640971065')
('Epoch:', '1710', 'training cost=', '0.654801683')
('Epoch:', '1710', 'test cost=', '0.648645878')
('Epoch:', '1711', 'training cost=', '0.656068260')
('Epoch:', '1711', 'test cost=', '0.670030177')
('Epoch:', '1712', 'training cost=', '0.655024293')
('Epoch:', '1712', 'test cost=', '0.642290533')
('Epoch:', '1713', 'training cost=', '0.654745202')
('Epoch:', '1713', 'test cost=', '0.687703490')
('Epoch:', '1714', 'training cost=', '0.652666317')
('Epoch:', '1714', 'test cost=', '0.650358617')
('Epoch:', '1715', 'training cost=', '0.657231509')
('Epoch:', '1715', 'test cost=', '0.661714554')
('Epoch:', '1716', 'training cost=', '0.656031338')
('Epoch:', '1716', 'test cost=', '0.646969199')
('Epoch:', '1717', 'training cost=', '0.663360639')
('Epoch:', '1717', 'test cost=', '0.727014840')
('Epoch:', '1718', 'training cost=', '0.654641177')
('Epoch:', '1718', 'test cost=', '0.653486073')
('Epoch:', '1719', 'training cost=', '0.652806196')
('Epoch:', '1719', 'test cost=', '0.640891433')
('Epoch:', '1720', 'training cost=', '0.656619457')
('Epoch:', '1720', 'test cost=', '0.666252136')
('Epoch:', '1721', 'training cost=', '0.660346883')
('Epoch:', '1721', 'test cost=', '0.641396105')
('Epoch:', '1722', 'training cost=', '0.654539058')
('Epoch:', '1722', 'test cost=', '0.657716095')
('Epoch:', '1723', 'training cost=', '0.660290599')
('Epoch:', '1723', 'test cost=', '0.700016141')
('Epoch:', '1724', 'training cost=', '0.655066177')
('Epoch:', '1724', 'test cost=', '0.645421684')
('Epoch:', '1725', 'training cost=', '0.655753221')
('Epoch:', '1725', 'test cost=', '0.640905380')
('Epoch:', '1726', 'training cost=', '0.658320052')
('Epoch:', '1726', 'test cost=', '0.640938878')
('Epoch:', '1727', 'training cost=', '0.655275870')
('Epoch:', '1727', 'test cost=', '0.647634506')
('Epoch:', '1728', 'training cost=', '0.656934452')
('Epoch:', '1728', 'test cost=', '0.654531598')
('Epoch:', '1729', 'training cost=', '0.655365027')
('Epoch:', '1729', 'test cost=', '0.646482170')
('Epoch:', '1730', 'training cost=', '0.653069308')
('Epoch:', '1730', 'test cost=', '0.640887320')
('Epoch:', '1731', 'training cost=', '0.657228463')
('Epoch:', '1731', 'test cost=', '0.643424511')
('Epoch:', '1732', 'training cost=', '0.657649041')
('Epoch:', '1732', 'test cost=', '0.650844574')
('Epoch:', '1733', 'training cost=', '0.657904401')
('Epoch:', '1733', 'test cost=', '0.641634107')
('Epoch:', '1734', 'training cost=', '0.659332099')
('Epoch:', '1734', 'test cost=', '0.644043505')
('Epoch:', '1735', 'training cost=', '0.655418002')
('Epoch:', '1735', 'test cost=', '0.664937735')
('Epoch:', '1736', 'training cost=', '0.655855623')
('Epoch:', '1736', 'test cost=', '0.644315183')
('Epoch:', '1737', 'training cost=', '0.655130001')
('Epoch:', '1737', 'test cost=', '0.660155058')
('Epoch:', '1738', 'training cost=', '0.657947453')
('Epoch:', '1738', 'test cost=', '0.669258595')
('Epoch:', '1739', 'training cost=', '0.657043720')
('Epoch:', '1739', 'test cost=', '0.641369998')
('Epoch:', '1740', 'training cost=', '0.653047701')
('Epoch:', '1740', 'test cost=', '0.642594576')
('Epoch:', '1741', 'training cost=', '0.657242557')
('Epoch:', '1741', 'test cost=', '0.660096526')
('Epoch:', '1742', 'training cost=', '0.659486287')
('Epoch:', '1742', 'test cost=', '0.641119659')
('Epoch:', '1743', 'training cost=', '0.654016715')
('Epoch:', '1743', 'test cost=', '0.643950462')
('Epoch:', '1744', 'training cost=', '0.659160188')
('Epoch:', '1744', 'test cost=', '0.713910639')
('Epoch:', '1745', 'training cost=', '0.655370172')
('Epoch:', '1745', 'test cost=', '0.641475558')
('Epoch:', '1746', 'training cost=', '0.656947675')
('Epoch:', '1746', 'test cost=', '0.665026486')
('Epoch:', '1747', 'training cost=', '0.654372474')
('Epoch:', '1747', 'test cost=', '0.675376654')
('Epoch:', '1748', 'training cost=', '0.654566954')
('Epoch:', '1748', 'test cost=', '0.680798411')
('Epoch:', '1749', 'training cost=', '0.654574969')
('Epoch:', '1749', 'test cost=', '0.655912519')
('Epoch:', '1750', 'training cost=', '0.654143542')
('Epoch:', '1750', 'test cost=', '0.641429663')
('Epoch:', '1751', 'training cost=', '0.657637504')
('Epoch:', '1751', 'test cost=', '0.641072571')
('Epoch:', '1752', 'training cost=', '0.657958811')
('Epoch:', '1752', 'test cost=', '0.645970285')
('Epoch:', '1753', 'training cost=', '0.656486494')
('Epoch:', '1753', 'test cost=', '0.642013490')
('Epoch:', '1754', 'training cost=', '0.657936678')
('Epoch:', '1754', 'test cost=', '0.670642853')
('Epoch:', '1755', 'training cost=', '0.657148506')
('Epoch:', '1755', 'test cost=', '0.646216631')
('Epoch:', '1756', 'training cost=', '0.659136063')
('Epoch:', '1756', 'test cost=', '0.686823368')
('Epoch:', '1757', 'training cost=', '0.657868714')
('Epoch:', '1757', 'test cost=', '0.641133487')
('Epoch:', '1758', 'training cost=', '0.657475801')
('Epoch:', '1758', 'test cost=', '0.649871707')
('Epoch:', '1759', 'training cost=', '0.651806896')
('Epoch:', '1759', 'test cost=', '0.643909454')
('Epoch:', '1760', 'training cost=', '0.659039202')
('Epoch:', '1760', 'test cost=', '0.694874823')
('Epoch:', '1761', 'training cost=', '0.659137136')
('Epoch:', '1761', 'test cost=', '0.655442297')
('Epoch:', '1762', 'training cost=', '0.654827868')
('Epoch:', '1762', 'test cost=', '0.644672573')
('Epoch:', '1763', 'training cost=', '0.655525851')
('Epoch:', '1763', 'test cost=', '0.655558288')
('Epoch:', '1764', 'training cost=', '0.652069736')
('Epoch:', '1764', 'test cost=', '0.656728983')
('Epoch:', '1765', 'training cost=', '0.654328858')
('Epoch:', '1765', 'test cost=', '0.650770307')
('Epoch:', '1766', 'training cost=', '0.657806973')
('Epoch:', '1766', 'test cost=', '0.641156912')
('Epoch:', '1767', 'training cost=', '0.658493401')
('Epoch:', '1767', 'test cost=', '0.656743169')
('Epoch:', '1768', 'training cost=', '0.652969368')
('Epoch:', '1768', 'test cost=', '0.654063404')
('Epoch:', '1769', 'training cost=', '0.655597146')
('Epoch:', '1769', 'test cost=', '0.641290307')
('Epoch:', '1770', 'training cost=', '0.657914099')
('Epoch:', '1770', 'test cost=', '0.648795485')
('Epoch:', '1771', 'training cost=', '0.659357510')
('Epoch:', '1771', 'test cost=', '0.649464846')
('Epoch:', '1772', 'training cost=', '0.659904202')
('Epoch:', '1772', 'test cost=', '0.648063898')
('Epoch:', '1773', 'training cost=', '0.655824277')
('Epoch:', '1773', 'test cost=', '0.650550485')
('Epoch:', '1774', 'training cost=', '0.653921360')
('Epoch:', '1774', 'test cost=', '0.745605290')
('Epoch:', '1775', 'training cost=', '0.656420593')
('Epoch:', '1775', 'test cost=', '0.657141328')
('Epoch:', '1776', 'training cost=', '0.659430835')
('Epoch:', '1776', 'test cost=', '0.642688990')
('Epoch:', '1777', 'training cost=', '0.656257092')
('Epoch:', '1777', 'test cost=', '0.658038199')
('Epoch:', '1778', 'training cost=', '0.653420946')
('Epoch:', '1778', 'test cost=', '0.642543435')
('Epoch:', '1779', 'training cost=', '0.659805438')
('Epoch:', '1779', 'test cost=', '0.652897477')
('Epoch:', '1780', 'training cost=', '0.653116579')
('Epoch:', '1780', 'test cost=', '0.642955482')
('Epoch:', '1781', 'training cost=', '0.658543275')
('Epoch:', '1781', 'test cost=', '0.646892667')
('Epoch:', '1782', 'training cost=', '0.654953404')
('Epoch:', '1782', 'test cost=', '0.654155791')
('Epoch:', '1783', 'training cost=', '0.652975237')
('Epoch:', '1783', 'test cost=', '0.643110156')
('Epoch:', '1784', 'training cost=', '0.657695881')
('Epoch:', '1784', 'test cost=', '0.675527453')
('Epoch:', '1785', 'training cost=', '0.656756419')
('Epoch:', '1785', 'test cost=', '0.649938285')
('Epoch:', '1786', 'training cost=', '0.656262264')
('Epoch:', '1786', 'test cost=', '0.714902818')
('Epoch:', '1787', 'training cost=', '0.656534524')
('Epoch:', '1787', 'test cost=', '0.650457144')
('Epoch:', '1788', 'training cost=', '0.659014710')
('Epoch:', '1788', 'test cost=', '0.643671155')
('Epoch:', '1789', 'training cost=', '0.657017151')
('Epoch:', '1789', 'test cost=', '0.640803337')
('Epoch:', '1790', 'training cost=', '0.658720457')
('Epoch:', '1790', 'test cost=', '0.641669512')
('Epoch:', '1791', 'training cost=', '0.654803448')
('Epoch:', '1791', 'test cost=', '0.692740798')
('Epoch:', '1792', 'training cost=', '0.657860504')
('Epoch:', '1792', 'test cost=', '0.652179301')
('Epoch:', '1793', 'training cost=', '0.656523660')
('Epoch:', '1793', 'test cost=', '0.694466829')
('Epoch:', '1794', 'training cost=', '0.655361217')
('Epoch:', '1794', 'test cost=', '0.641441345')
('Epoch:', '1795', 'training cost=', '0.658088494')
