Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([366]), u'n_hidden_layers': array([2]), u'learning_rate': array([ 0.0001]), u'beta': array([ 100.])}
('Epoch:', '1536', 'test cost=', '0.640820622')
('Epoch:', '1537', 'training cost=', '0.643739010')
('Epoch:', '1537', 'test cost=', '0.640868485')
('Epoch:', '1538', 'training cost=', '0.643153001')
('Epoch:', '1538', 'test cost=', '0.640825808')
('Epoch:', '1539', 'training cost=', '0.640996386')
('Epoch:', '1539', 'test cost=', '0.640812576')
('Epoch:', '1540', 'training cost=', '0.642687058')
('Epoch:', '1540', 'test cost=', '0.640855253')
('Epoch:', '1541', 'training cost=', '0.641896022')
('Epoch:', '1541', 'test cost=', '0.640775502')
('Epoch:', '1542', 'training cost=', '0.640761070')
('Epoch:', '1542', 'test cost=', '0.640807986')
('Epoch:', '1543', 'training cost=', '0.643167123')
('Epoch:', '1543', 'test cost=', '0.640824318')
('Epoch:', '1544', 'training cost=', '0.643213995')
('Epoch:', '1544', 'test cost=', '0.640830100')
('Epoch:', '1545', 'training cost=', '0.641525591')
('Epoch:', '1545', 'test cost=', '0.640803099')
('Epoch:', '1546', 'training cost=', '0.642713963')
('Epoch:', '1546', 'test cost=', '0.640817165')
('Epoch:', '1547', 'training cost=', '0.641541692')
('Epoch:', '1547', 'test cost=', '0.640785456')
('Epoch:', '1548', 'training cost=', '0.641509439')
('Epoch:', '1548', 'test cost=', '0.640774488')
('Epoch:', '1549', 'training cost=', '0.642943179')
('Epoch:', '1549', 'test cost=', '0.640812278')
('Epoch:', '1550', 'training cost=', '0.641293773')
('Epoch:', '1550', 'test cost=', '0.640784323')
('Epoch:', '1551', 'training cost=', '0.642930300')
('Epoch:', '1551', 'test cost=', '0.640837729')
('Epoch:', '1552', 'training cost=', '0.642314965')
('Epoch:', '1552', 'test cost=', '0.640807629')
('Epoch:', '1553', 'training cost=', '0.641675475')
('Epoch:', '1553', 'test cost=', '0.640785575')
('Epoch:', '1554', 'training cost=', '0.641542428')
('Epoch:', '1554', 'test cost=', '0.640821278')
('Epoch:', '1555', 'training cost=', '0.642056139')
('Epoch:', '1555', 'test cost=', '0.640797555')
('Epoch:', '1556', 'training cost=', '0.643166197')
('Epoch:', '1556', 'test cost=', '0.640803516')
('Epoch:', '1557', 'training cost=', '0.642358737')
('Epoch:', '1557', 'test cost=', '0.640810966')
('Epoch:', '1558', 'training cost=', '0.643533552')
('Epoch:', '1558', 'test cost=', '0.640802920')
('Epoch:', '1559', 'training cost=', '0.642912817')
('Epoch:', '1559', 'test cost=', '0.640799344')
('Epoch:', '1560', 'training cost=', '0.642926398')
('Epoch:', '1560', 'test cost=', '0.640839577')
('Epoch:', '1561', 'training cost=', '0.643757482')
('Epoch:', '1561', 'test cost=', '0.640879035')
('Epoch:', '1562', 'training cost=', '0.641265684')
('Epoch:', '1562', 'test cost=', '0.640809238')
('Epoch:', '1563', 'training cost=', '0.641033611')
('Epoch:', '1563', 'test cost=', '0.640785098')
('Epoch:', '1564', 'training cost=', '0.643887565')
('Epoch:', '1564', 'test cost=', '0.640854180')
('Epoch:', '1565', 'training cost=', '0.643302603')
('Epoch:', '1565', 'test cost=', '0.640850782')
('Epoch:', '1566', 'training cost=', '0.643333257')
('Epoch:', '1566', 'test cost=', '0.640829861')
('Epoch:', '1567', 'training cost=', '0.641769816')
('Epoch:', '1567', 'test cost=', '0.640818179')
('Epoch:', '1568', 'training cost=', '0.642651153')
('Epoch:', '1568', 'test cost=', '0.640828013')
('Epoch:', '1569', 'training cost=', '0.641560378')
('Epoch:', '1569', 'test cost=', '0.640823662')
('Epoch:', '1570', 'training cost=', '0.642233157')
('Epoch:', '1570', 'test cost=', '0.640819371')
('Epoch:', '1571', 'training cost=', '0.641863783')
('Epoch:', '1571', 'test cost=', '0.640838981')
('Epoch:', '1572', 'training cost=', '0.642581901')
('Epoch:', '1572', 'test cost=', '0.640801370')
('Epoch:', '1573', 'training cost=', '0.642028059')
('Epoch:', '1573', 'test cost=', '0.640780330')
('Epoch:', '1574', 'training cost=', '0.642507546')
('Epoch:', '1574', 'test cost=', '0.640806735')
('Epoch:', '1575', 'training cost=', '0.643445636')
('Epoch:', '1575', 'test cost=', '0.640823901')
('Epoch:', '1576', 'training cost=', '0.640149634')
('Epoch:', '1576', 'test cost=', '0.640834987')
('Epoch:', '1577', 'training cost=', '0.640472639')
('Epoch:', '1577', 'test cost=', '0.640821695')
('Epoch:', '1578', 'training cost=', '0.641638552')
('Epoch:', '1578', 'test cost=', '0.640804708')
('Epoch:', '1579', 'training cost=', '0.640874080')
('Epoch:', '1579', 'test cost=', '0.640808940')
('Epoch:', '1580', 'training cost=', '0.641258179')
('Epoch:', '1580', 'test cost=', '0.640811801')
('Epoch:', '1581', 'training cost=', '0.641438033')
('Epoch:', '1581', 'test cost=', '0.640811920')
('Epoch:', '1582', 'training cost=', '0.642450837')
('Epoch:', '1582', 'test cost=', '0.640810966')
('Epoch:', '1583', 'training cost=', '0.641698831')
('Epoch:', '1583', 'test cost=', '0.640824735')
('Epoch:', '1584', 'training cost=', '0.642264977')
('Epoch:', '1584', 'test cost=', '0.640837014')
('Epoch:', '1585', 'training cost=', '0.641266070')
('Epoch:', '1585', 'test cost=', '0.640784740')
('Epoch:', '1586', 'training cost=', '0.642629560')
('Epoch:', '1586', 'test cost=', '0.640818596')
('Epoch:', '1587', 'training cost=', '0.642574845')
('Epoch:', '1587', 'test cost=', '0.640833616')
('Epoch:', '1588', 'training cost=', '0.643177296')
('Epoch:', '1588', 'test cost=', '0.640794158')
('Epoch:', '1589', 'training cost=', '0.643484293')
('Epoch:', '1589', 'test cost=', '0.640833020')
('Epoch:', '1590', 'training cost=', '0.641715948')
('Epoch:', '1590', 'test cost=', '0.640833735')
('Epoch:', '1591', 'training cost=', '0.641205082')
('Epoch:', '1591', 'test cost=', '0.640815496')
('Epoch:', '1592', 'training cost=', '0.642074241')
('Epoch:', '1592', 'test cost=', '0.640773952')
('Epoch:', '1593', 'training cost=', '0.643103714')
('Epoch:', '1593', 'test cost=', '0.640848994')
('Epoch:', '1594', 'training cost=', '0.642151645')
('Epoch:', '1594', 'test cost=', '0.640826583')
('Epoch:', '1595', 'training cost=', '0.642026863')
('Epoch:', '1595', 'test cost=', '0.640832961')
('Epoch:', '1596', 'training cost=', '0.641961326')
('Epoch:', '1596', 'test cost=', '0.640826941')
('Epoch:', '1597', 'training cost=', '0.643134279')
('Epoch:', '1597', 'test cost=', '0.640822053')
('Epoch:', '1598', 'training cost=', '0.642420334')
('Epoch:', '1598', 'test cost=', '0.640781760')
('Epoch:', '1599', 'training cost=', '0.641423152')
('Epoch:', '1599', 'test cost=', '0.640806079')
('Epoch:', '1600', 'training cost=', '0.642473688')
('Epoch:', '1600', 'test cost=', '0.640811741')
('Epoch:', '1601', 'training cost=', '0.642616781')
('Epoch:', '1601', 'test cost=', '0.640794158')
('Epoch:', '1602', 'training cost=', '0.643483507')
('Epoch:', '1602', 'test cost=', '0.640840590')
('Epoch:', '1603', 'training cost=', '0.643313693')
('Epoch:', '1603', 'test cost=', '0.640860736')
('Epoch:', '1604', 'training cost=', '0.641711920')
('Epoch:', '1604', 'test cost=', '0.640797257')
('Epoch:', '1605', 'training cost=', '0.641533733')
('Epoch:', '1605', 'test cost=', '0.640789568')
('Epoch:', '1606', 'training cost=', '0.641940426')
('Epoch:', '1606', 'test cost=', '0.640806496')
('Epoch:', '1607', 'training cost=', '0.642532001')
('Epoch:', '1607', 'test cost=', '0.640839279')
('Epoch:', '1608', 'training cost=', '0.642237365')
('Epoch:', '1608', 'test cost=', '0.640829563')
('Epoch:', '1609', 'training cost=', '0.641289367')
('Epoch:', '1609', 'test cost=', '0.640776753')
('Epoch:', '1610', 'training cost=', '0.640693159')
('Epoch:', '1610', 'test cost=', '0.640804112')
('Epoch:', '1611', 'training cost=', '0.641054548')
('Epoch:', '1611', 'test cost=', '0.640806615')
('Epoch:', '1612', 'training cost=', '0.642728420')
('Epoch:', '1612', 'test cost=', '0.640783072')
('Epoch:', '1613', 'training cost=', '0.642958748')
('Epoch:', '1613', 'test cost=', '0.640825093')
('Epoch:', '1614', 'training cost=', '0.641667619')
('Epoch:', '1614', 'test cost=', '0.640815020')
('Epoch:', '1615', 'training cost=', '0.642556880')
('Epoch:', '1615', 'test cost=', '0.640804172')
('Epoch:', '1616', 'training cost=', '0.642261253')
('Epoch:', '1616', 'test cost=', '0.640810251')
('Epoch:', '1617', 'training cost=', '0.643007869')
('Epoch:', '1617', 'test cost=', '0.640847981')
('Epoch:', '1618', 'training cost=', '0.642986126')
('Epoch:', '1618', 'test cost=', '0.640800118')
('Epoch:', '1619', 'training cost=', '0.641184165')
('Epoch:', '1619', 'test cost=', '0.640807211')
('Epoch:', '1620', 'training cost=', '0.641465846')
('Epoch:', '1620', 'test cost=', '0.640825331')
('Epoch:', '1621', 'training cost=', '0.640506237')
('Epoch:', '1621', 'test cost=', '0.640797555')
('Epoch:', '1622', 'training cost=', '0.643812205')
('Epoch:', '1622', 'test cost=', '0.640821993')
('Epoch:', '1623', 'training cost=', '0.640320591')
('Epoch:', '1623', 'test cost=', '0.640801191')
('Epoch:', '1624', 'training cost=', '0.642255760')
('Epoch:', '1624', 'test cost=', '0.640801787')
('Epoch:', '1625', 'training cost=', '0.643486915')
('Epoch:', '1625', 'test cost=', '0.640792847')
('Epoch:', '1626', 'training cost=', '0.641192136')
('Epoch:', '1626', 'test cost=', '0.640827000')
('Epoch:', '1627', 'training cost=', '0.642623697')
('Epoch:', '1627', 'test cost=', '0.640785277')
('Epoch:', '1628', 'training cost=', '0.642300894')
('Epoch:', '1628', 'test cost=', '0.640820324')
('Epoch:', '1629', 'training cost=', '0.641011380')
('Epoch:', '1629', 'test cost=', '0.640823305')
('Epoch:', '1630', 'training cost=', '0.642768627')
('Epoch:', '1630', 'test cost=', '0.640828252')
('Epoch:', '1631', 'training cost=', '0.641678692')
('Epoch:', '1631', 'test cost=', '0.640827537')
('Epoch:', '1632', 'training cost=', '0.641154606')
('Epoch:', '1632', 'test cost=', '0.640818477')
('Epoch:', '1633', 'training cost=', '0.642321958')
('Epoch:', '1633', 'test cost=', '0.640796065')
('Epoch:', '1634', 'training cost=', '0.640452792')
('Epoch:', '1634', 'test cost=', '0.640796304')
('Epoch:', '1635', 'training cost=', '0.643113763')
('Epoch:', '1635', 'test cost=', '0.640814900')
('Epoch:', '1636', 'training cost=', '0.643191608')
('Epoch:', '1636', 'test cost=', '0.640847802')
('Epoch:', '1637', 'training cost=', '0.642445028')
('Epoch:', '1637', 'test cost=', '0.640821159')
('Epoch:', '1638', 'training cost=', '0.640877902')
('Epoch:', '1638', 'test cost=', '0.640824616')
('Epoch:', '1639', 'training cost=', '0.642630993')
('Epoch:', '1639', 'test cost=', '0.640829563')
('Epoch:', '1640', 'training cost=', '0.643033874')
('Epoch:', '1640', 'test cost=', '0.640797973')
('Epoch:', '1641', 'training cost=', '0.640098514')
('Epoch:', '1641', 'test cost=', '0.640814006')
('Epoch:', '1642', 'training cost=', '0.642144626')
('Epoch:', '1642', 'test cost=', '0.640827775')
('Epoch:', '1643', 'training cost=', '0.643210426')
('Epoch:', '1643', 'test cost=', '0.640819132')
('Epoch:', '1644', 'training cost=', '0.641546148')
('Epoch:', '1644', 'test cost=', '0.640823662')
('Epoch:', '1645', 'training cost=', '0.641162303')
('Epoch:', '1645', 'test cost=', '0.640814722')
('Epoch:', '1646', 'training cost=', '0.642490642')
('Epoch:', '1646', 'test cost=', '0.640797377')
('Epoch:', '1647', 'training cost=', '0.641710986')
('Epoch:', '1647', 'test cost=', '0.640830338')
('Epoch:', '1648', 'training cost=', '0.641113716')
('Epoch:', '1648', 'test cost=', '0.640807927')
('Epoch:', '1649', 'training cost=', '0.640797117')
('Epoch:', '1649', 'test cost=', '0.640784383')
('Epoch:', '1650', 'training cost=', '0.641873661')
('Epoch:', '1650', 'test cost=', '0.640827239')
('Epoch:', '1651', 'training cost=', '0.642890512')
('Epoch:', '1651', 'test cost=', '0.640816689')
('Epoch:', '1652', 'training cost=', '0.641457969')
('Epoch:', '1652', 'test cost=', '0.640806079')
('Epoch:', '1653', 'training cost=', '0.641681178')
('Epoch:', '1653', 'test cost=', '0.640799880')
('Epoch:', '1654', 'training cost=', '0.642669722')
('Epoch:', '1654', 'test cost=', '0.640813649')
('Epoch:', '1655', 'training cost=', '0.641268673')
('Epoch:', '1655', 'test cost=', '0.640815616')
('Epoch:', '1656', 'training cost=', '0.641214578')
('Epoch:', '1656', 'test cost=', '0.640794992')
('Epoch:', '1657', 'training cost=', '0.642270153')
('Epoch:', '1657', 'test cost=', '0.640819848')
('Epoch:', '1658', 'training cost=', '0.642416831')
('Epoch:', '1658', 'test cost=', '0.640801311')
('Epoch:', '1659', 'training cost=', '0.643637368')
('Epoch:', '1659', 'test cost=', '0.640866220')
('Epoch:', '1660', 'training cost=', '0.642041263')
('Epoch:', '1660', 'test cost=', '0.640837789')
('Epoch:', '1661', 'training cost=', '0.641902795')
('Epoch:', '1661', 'test cost=', '0.640823364')
('Epoch:', '1662', 'training cost=', '0.642698133')
('Epoch:', '1662', 'test cost=', '0.640795350')
('Epoch:', '1663', 'training cost=', '0.642187914')
('Epoch:', '1663', 'test cost=', '0.640831709')
('Epoch:', '1664', 'training cost=', '0.641532682')
('Epoch:', '1664', 'test cost=', '0.640822768')
('Epoch:', '1665', 'training cost=', '0.641280203')
('Epoch:', '1665', 'test cost=', '0.640803337')
('Epoch:', '1666', 'training cost=', '0.642458791')
('Epoch:', '1666', 'test cost=', '0.640792131')
('Epoch:', '1667', 'training cost=', '0.643495597')
('Epoch:', '1667', 'test cost=', '0.640823781')
('Epoch:', '1668', 'training cost=', '0.641719475')
('Epoch:', '1668', 'test cost=', '0.640814841')
('Epoch:', '1669', 'training cost=', '0.642881351')
('Epoch:', '1669', 'test cost=', '0.640837789')
('Epoch:', '1670', 'training cost=', '0.641471649')
('Epoch:', '1670', 'test cost=', '0.640812397')
('Epoch:', '1671', 'training cost=', '0.641787164')
('Epoch:', '1671', 'test cost=', '0.640804589')
('Epoch:', '1672', 'training cost=', '0.641939567')
('Epoch:', '1672', 'test cost=', '0.640823066')
('Epoch:', '1673', 'training cost=', '0.641222145')
('Epoch:', '1673', 'test cost=', '0.640815258')
('Epoch:', '1674', 'training cost=', '0.642722797')
('Epoch:', '1674', 'test cost=', '0.640842617')
('Epoch:', '1675', 'training cost=', '0.642391795')
('Epoch:', '1675', 'test cost=', '0.640844882')
('Epoch:', '1676', 'training cost=', '0.642168325')
('Epoch:', '1676', 'test cost=', '0.640835762')
('Epoch:', '1677', 'training cost=', '0.641795079')
('Epoch:', '1677', 'test cost=', '0.640803695')
('Epoch:', '1678', 'training cost=', '0.642739458')
('Epoch:', '1678', 'test cost=', '0.640797377')
('Epoch:', '1679', 'training cost=', '0.643651272')
('Epoch:', '1679', 'test cost=', '0.640809178')
('Epoch:', '1680', 'training cost=', '0.641563209')
('Epoch:', '1680', 'test cost=', '0.640798509')
('Epoch:', '1681', 'training cost=', '0.641763679')
('Epoch:', '1681', 'test cost=', '0.640836298')
('Epoch:', '1682', 'training cost=', '0.643345540')
('Epoch:', '1682', 'test cost=', '0.640799344')
('Epoch:', '1683', 'training cost=', '0.643084169')
('Epoch:', '1683', 'test cost=', '0.640810192')
('Epoch:', '1684', 'training cost=', '0.640819430')
('Epoch:', '1684', 'test cost=', '0.640824735')
('Epoch:', '1685', 'training cost=', '0.643571057')
('Epoch:', '1685', 'test cost=', '0.640830636')
('Epoch:', '1686', 'training cost=', '0.643415699')
('Epoch:', '1686', 'test cost=', '0.640824556')
('Epoch:', '1687', 'training cost=', '0.640760602')
('Epoch:', '1687', 'test cost=', '0.640787959')
('Epoch:', '1688', 'training cost=', '0.641252060')
('Epoch:', '1688', 'test cost=', '0.640805662')
('Epoch:', '1689', 'training cost=', '0.642492555')
('Epoch:', '1689', 'test cost=', '0.640823662')
('Epoch:', '1690', 'training cost=', '0.643385904')
('Epoch:', '1690', 'test cost=', '0.640814722')
('Epoch:', '1691', 'training cost=', '0.642177640')
('Epoch:', '1691', 'test cost=', '0.640834451')
('Epoch:', '1692', 'training cost=', '0.643207809')
('Epoch:', '1692', 'test cost=', '0.640857816')
('Epoch:', '1693', 'training cost=', '0.641514039')
('Epoch:', '1693', 'test cost=', '0.640835762')
('Epoch:', '1694', 'training cost=', '0.642706340')
('Epoch:', '1694', 'test cost=', '0.640828311')
('Epoch:', '1695', 'training cost=', '0.641776635')
('Epoch:', '1695', 'test cost=', '0.640814245')
('Epoch:', '1696', 'training cost=', '0.641214707')
('Epoch:', '1696', 'test cost=', '0.640788257')
('Epoch:', '1697', 'training cost=', '0.642944467')
('Epoch:', '1697', 'test cost=', '0.640801370')
('Epoch:', '1698', 'training cost=', '0.642750845')
('Epoch:', '1698', 'test cost=', '0.640828013')
('Epoch:', '1699', 'training cost=', '0.642899861')
('Epoch:', '1699', 'test cost=', '0.640810072')
('Epoch:', '1700', 'training cost=', '0.644371328')
('Epoch:', '1700', 'test cost=', '0.640853047')
('Epoch:', '1701', 'training cost=', '0.643070070')
('Epoch:', '1701', 'test cost=', '0.640835404')
('Epoch:', '1702', 'training cost=', '0.640710709')
('Epoch:', '1702', 'test cost=', '0.640803635')
('Epoch:', '1703', 'training cost=', '0.642497061')
('Epoch:', '1703', 'test cost=', '0.640786827')
('Epoch:', '1704', 'training cost=', '0.641728294')
('Epoch:', '1704', 'test cost=', '0.640787661')
('Epoch:', '1705', 'training cost=', '0.643927725')
('Epoch:', '1705', 'test cost=', '0.640863001')
('Epoch:', '1706', 'training cost=', '0.642840776')
('Epoch:', '1706', 'test cost=', '0.640819907')
('Epoch:', '1707', 'training cost=', '0.642078899')
('Epoch:', '1707', 'test cost=', '0.640801251')
('Epoch:', '1708', 'training cost=', '0.642466789')
('Epoch:', '1708', 'test cost=', '0.640785813')
('Epoch:', '1709', 'training cost=', '0.640379522')
('Epoch:', '1709', 'test cost=', '0.640807927')
('Epoch:', '1710', 'training cost=', '0.643004608')
('Epoch:', '1710', 'test cost=', '0.640823245')
('Epoch:', '1711', 'training cost=', '0.641895054')
('Epoch:', '1711', 'test cost=', '0.640824735')
('Epoch:', '1712', 'training cost=', '0.641871258')
('Epoch:', '1712', 'test cost=', '0.640795946')
('Epoch:', '1713', 'training cost=', '0.642274834')
('Epoch:', '1713', 'test cost=', '0.640800118')
('Epoch:', '1714', 'training cost=', '0.640965499')
('Epoch:', '1714', 'test cost=', '0.640781641')
('Epoch:', '1715', 'training cost=', '0.642210194')
('Epoch:', '1715', 'test cost=', '0.640827835')
('Epoch:', '1716', 'training cost=', '0.641707967')
('Epoch:', '1716', 'test cost=', '0.640839040')
('Epoch:', '1717', 'training cost=', '0.643208659')
('Epoch:', '1717', 'test cost=', '0.640806794')
('Epoch:', '1718', 'training cost=', '0.640596395')
('Epoch:', '1718', 'test cost=', '0.640786648')
('Epoch:', '1719', 'training cost=', '0.642152316')
('Epoch:', '1719', 'test cost=', '0.640804648')
('Epoch:', '1720', 'training cost=', '0.643042129')
('Epoch:', '1720', 'test cost=', '0.640840709')
('Epoch:', '1721', 'training cost=', '0.641716534')
('Epoch:', '1721', 'test cost=', '0.640806794')
('Epoch:', '1722', 'training cost=', '0.640930151')
('Epoch:', '1722', 'test cost=', '0.640830934')
('Epoch:', '1723', 'training cost=', '0.642552727')
('Epoch:', '1723', 'test cost=', '0.640820801')
('Epoch:', '1724', 'training cost=', '0.641430494')
('Epoch:', '1724', 'test cost=', '0.640807867')
('Epoch:', '1725', 'training cost=', '0.641316347')
('Epoch:', '1725', 'test cost=', '0.640796185')
('Epoch:', '1726', 'training cost=', '0.643866449')
('Epoch:', '1726', 'test cost=', '0.640795887')
('Epoch:', '1727', 'training cost=', '0.641981071')
('Epoch:', '1727', 'test cost=', '0.640825510')
('Epoch:', '1728', 'training cost=', '0.642220930')
('Epoch:', '1728', 'test cost=', '0.640805781')
('Epoch:', '1729', 'training cost=', '0.642181968')
('Epoch:', '1729', 'test cost=', '0.640789807')
('Epoch:', '1730', 'training cost=', '0.641965818')
('Epoch:', '1730', 'test cost=', '0.640796602')
('Epoch:', '1731', 'training cost=', '0.641676650')
('Epoch:', '1731', 'test cost=', '0.640787005')
('Epoch:', '1732', 'training cost=', '0.641509899')
('Epoch:', '1732', 'test cost=', '0.640778780')
('Epoch:', '1733', 'training cost=', '0.642063979')
('Epoch:', '1733', 'test cost=', '0.640821099')
('Epoch:', '1734', 'training cost=', '0.641173834')
('Epoch:', '1734', 'test cost=', '0.640821278')
('Epoch:', '1735', 'training cost=', '0.641984678')
('Epoch:', '1735', 'test cost=', '0.640840232')
('Epoch:', '1736', 'training cost=', '0.642595258')
('Epoch:', '1736', 'test cost=', '0.640831709')
('Epoch:', '1737', 'training cost=', '0.642018129')
('Epoch:', '1737', 'test cost=', '0.640805483')
('Epoch:', '1738', 'training cost=', '0.642907454')
('Epoch:', '1738', 'test cost=', '0.640848994')
('Epoch:', '1739', 'training cost=', '0.642483682')
('Epoch:', '1739', 'test cost=', '0.640837491')
('Epoch:', '1740', 'training cost=', '0.640716332')
('Epoch:', '1740', 'test cost=', '0.640808761')
('Epoch:', '1741', 'training cost=', '0.641623830')
('Epoch:', '1741', 'test cost=', '0.640812814')
('Epoch:', '1742', 'training cost=', '0.641643848')
('Epoch:', '1742', 'test cost=', '0.640838981')
('Epoch:', '1743', 'training cost=', '0.643696248')
('Epoch:', '1743', 'test cost=', '0.640827715')
('Epoch:', '1744', 'training cost=', '0.643505793')
('Epoch:', '1744', 'test cost=', '0.640792668')
('Epoch:', '1745', 'training cost=', '0.643094744')
('Epoch:', '1745', 'test cost=', '0.640854120')
('Epoch:', '1746', 'training cost=', '0.640382602')
('Epoch:', '1746', 'test cost=', '0.640794337')
('Epoch:', '1747', 'training cost=', '0.642657694')
('Epoch:', '1747', 'test cost=', '0.640824258')
('Epoch:', '1748', 'training cost=', '0.643451805')
('Epoch:', '1748', 'test cost=', '0.640799105')
('Epoch:', '1749', 'training cost=', '0.642086721')
('Epoch:', '1749', 'test cost=', '0.640801072')
('Epoch:', '1750', 'training cost=', '0.643218320')
('Epoch:', '1750', 'test cost=', '0.640845299')
('Epoch:', '1751', 'training cost=', '0.643089414')
('Epoch:', '1751', 'test cost=', '0.640835524')
('Epoch:', '1752', 'training cost=', '0.641705484')
('Epoch:', '1752', 'test cost=', '0.640820265')
('Epoch:', '1753', 'training cost=', '0.641114586')
('Epoch:', '1753', 'test cost=', '0.640812993')
('Epoch:', '1754', 'training cost=', '0.643226777')
('Epoch:', '1754', 'test cost=', '0.640795887')
('Epoch:', '1755', 'training cost=', '0.639848664')
('Epoch:', '1755', 'test cost=', '0.640809476')
('Epoch:', '1756', 'training cost=', '0.643078388')
('Epoch:', '1756', 'test cost=', '0.640810013')
('Epoch:', '1757', 'training cost=', '0.641445766')
('Epoch:', '1757', 'test cost=', '0.640831590')
('Epoch:', '1758', 'training cost=', '0.641858535')
('Epoch:', '1758', 'test cost=', '0.640803039')
('Epoch:', '1759', 'training cost=', '0.641578245')
('Epoch:', '1759', 'test cost=', '0.640807927')
('Epoch:', '1760', 'training cost=', '0.642563223')
('Epoch:', '1760', 'test cost=', '0.640805960')
('Epoch:', '1761', 'training cost=', '0.640561952')
('Epoch:', '1761', 'test cost=', '0.640784204')
('Epoch:', '1762', 'training cost=', '0.641024687')
('Epoch:', '1762', 'test cost=', '0.640830934')
('Epoch:', '1763', 'training cost=', '0.643579339')
('Epoch:', '1763', 'test cost=', '0.640830278')
('Epoch:', '1764', 'training cost=', '0.642832262')
('Epoch:', '1764', 'test cost=', '0.640845537')
('Epoch:', '1765', 'training cost=', '0.643055385')
('Epoch:', '1765', 'test cost=', '0.640854180')
('Epoch:', '1766', 'training cost=', '0.641966731')
('Epoch:', '1766', 'test cost=', '0.640802503')
('Epoch:', '1767', 'training cost=', '0.642532783')
('Epoch:', '1767', 'test cost=', '0.640804470')
('Epoch:', '1768', 'training cost=', '0.641757002')
('Epoch:', '1768', 'test cost=', '0.640805185')
('Epoch:', '1769', 'training cost=', '0.642218786')
('Epoch:', '1769', 'test cost=', '0.640832305')
('Epoch:', '1770', 'training cost=', '0.642382500')
('Epoch:', '1770', 'test cost=', '0.640828311')
('Epoch:', '1771', 'training cost=', '0.643712313')
('Epoch:', '1771', 'test cost=', '0.640823662')
('Epoch:', '1772', 'training cost=', '0.642932792')
('Epoch:', '1772', 'test cost=', '0.640853882')
('Epoch:', '1773', 'training cost=', '0.641162809')
('Epoch:', '1773', 'test cost=', '0.640778244')
('Epoch:', '1774', 'training cost=', '0.642585621')
('Epoch:', '1774', 'test cost=', '0.640808403')
('Epoch:', '1775', 'training cost=', '0.641505114')
('Epoch:', '1775', 'test cost=', '0.640810430')
('Epoch:', '1776', 'training cost=', '0.640948314')
('Epoch:', '1776', 'test cost=', '0.640839636')
('Epoch:', '1777', 'training cost=', '0.642233507')
('Epoch:', '1777', 'test cost=', '0.640797377')
('Epoch:', '1778', 'training cost=', '0.644053562')
('Epoch:', '1778', 'test cost=', '0.640859187')
('Epoch:', '1779', 'training cost=', '0.641089913')
('Epoch:', '1779', 'test cost=', '0.640799105')
('Epoch:', '1780', 'training cost=', '0.642273371')
('Epoch:', '1780', 'test cost=', '0.640793204')
('Epoch:', '1781', 'training cost=', '0.640958543')
('Epoch:', '1781', 'test cost=', '0.640787959')
('Epoch:', '1782', 'training cost=', '0.641282701')
('Epoch:', '1782', 'test cost=', '0.640799940')
('Epoch:', '1783', 'training cost=', '0.642932593')
('Epoch:', '1783', 'test cost=', '0.640799046')
('Epoch:', '1784', 'training cost=', '0.640652386')
('Epoch:', '1784', 'test cost=', '0.640808582')
('Epoch:', '1785', 'training cost=', '0.642800552')
('Epoch:', '1785', 'test cost=', '0.640809953')
('Epoch:', '1786', 'training cost=', '0.642729527')
('Epoch:', '1786', 'test cost=', '0.640797257')
('Epoch:', '1787', 'training cost=', '0.642376163')
('Epoch:', '1787', 'test cost=', '0.640807509')
('Epoch:', '1788', 'training cost=', '0.642585603')
('Epoch:', '1788', 'test cost=', '0.640847981')
('Epoch:', '1789', 'training cost=', '0.642722742')
('Epoch:', '1789', 'test cost=', '0.640808225')
('Epoch:', '1790', 'training cost=', '0.641544646')
('Epoch:', '1790', 'test cost=', '0.640829980')
('Epoch:', '1791', 'training cost=', '0.643604103')
('Epoch:', '1791', 'test cost=', '0.640852928')
('Epoch:', '1792', 'training cost=', '0.643775626')
('Epoch:', '1792', 'test cost=', '0.640844345')
('Epoch:', '1793', 'training cost=', '0.643476934')
