Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([50]), u'n_hidden_layers': array([2]), u'learning_rate': array([ 1.]), u'beta': array([ 0.1])}
('Epoch:', '1531', 'training cost=', '0.658673584')
('Epoch:', '1531', 'test cost=', '0.642644107')
('Epoch:', '1532', 'training cost=', '0.658551008')
('Epoch:', '1532', 'test cost=', '0.640804112')
('Epoch:', '1533', 'training cost=', '0.656099577')
('Epoch:', '1533', 'test cost=', '0.693136930')
('Epoch:', '1534', 'training cost=', '0.657900439')
('Epoch:', '1534', 'test cost=', '0.705260575')
('Epoch:', '1535', 'training cost=', '0.655394133')
('Epoch:', '1535', 'test cost=', '0.641155124')
('Epoch:', '1536', 'training cost=', '0.656859135')
('Epoch:', '1536', 'test cost=', '0.643149436')
('Epoch:', '1537', 'training cost=', '0.658039554')
('Epoch:', '1537', 'test cost=', '0.648205161')
('Epoch:', '1538', 'training cost=', '0.655960731')
('Epoch:', '1538', 'test cost=', '0.675015211')
('Epoch:', '1539', 'training cost=', '0.658488572')
('Epoch:', '1539', 'test cost=', '0.664131939')
('Epoch:', '1540', 'training cost=', '0.655630904')
('Epoch:', '1540', 'test cost=', '0.652052045')
('Epoch:', '1541', 'training cost=', '0.656259244')
('Epoch:', '1541', 'test cost=', '0.647727609')
('Epoch:', '1542', 'training cost=', '0.657315709')
('Epoch:', '1542', 'test cost=', '0.647454858')
('Epoch:', '1543', 'training cost=', '0.657286275')
('Epoch:', '1543', 'test cost=', '0.641172171')
('Epoch:', '1544', 'training cost=', '0.656414762')
('Epoch:', '1544', 'test cost=', '0.643408239')
('Epoch:', '1545', 'training cost=', '0.660450629')
('Epoch:', '1545', 'test cost=', '0.641718388')
('Epoch:', '1546', 'training cost=', '0.658419628')
('Epoch:', '1546', 'test cost=', '0.645738065')
('Epoch:', '1547', 'training cost=', '0.653659663')
('Epoch:', '1547', 'test cost=', '0.641173184')
('Epoch:', '1548', 'training cost=', '0.656293019')
('Epoch:', '1548', 'test cost=', '0.662859857')
('Epoch:', '1549', 'training cost=', '0.652164393')
('Epoch:', '1549', 'test cost=', '0.645160556')
('Epoch:', '1550', 'training cost=', '0.656343356')
('Epoch:', '1550', 'test cost=', '0.676394343')
('Epoch:', '1551', 'training cost=', '0.659441484')
('Epoch:', '1551', 'test cost=', '0.645928621')
('Epoch:', '1552', 'training cost=', '0.654926254')
('Epoch:', '1552', 'test cost=', '0.667713463')
('Epoch:', '1553', 'training cost=', '0.653059246')
('Epoch:', '1553', 'test cost=', '0.676797807')
('Epoch:', '1554', 'training cost=', '0.659215364')
('Epoch:', '1554', 'test cost=', '0.641612887')
('Epoch:', '1555', 'training cost=', '0.654630935')
('Epoch:', '1555', 'test cost=', '0.691130996')
('Epoch:', '1556', 'training cost=', '0.654378736')
('Epoch:', '1556', 'test cost=', '0.640825629')
('Epoch:', '1557', 'training cost=', '0.654668810')
('Epoch:', '1557', 'test cost=', '0.644327879')
('Epoch:', '1558', 'training cost=', '0.654276017')
('Epoch:', '1558', 'test cost=', '0.644918501')
('Epoch:', '1559', 'training cost=', '0.655401197')
('Epoch:', '1559', 'test cost=', '0.640889287')
('Epoch:', '1560', 'training cost=', '0.654915707')
('Epoch:', '1560', 'test cost=', '0.658188164')
('Epoch:', '1561', 'training cost=', '0.654941824')
('Epoch:', '1561', 'test cost=', '0.652797997')
('Epoch:', '1562', 'training cost=', '0.657906264')
('Epoch:', '1562', 'test cost=', '0.641880989')
('Epoch:', '1563', 'training cost=', '0.657565482')
('Epoch:', '1563', 'test cost=', '0.644493401')
('Epoch:', '1564', 'training cost=', '0.656883351')
('Epoch:', '1564', 'test cost=', '0.640813589')
('Epoch:', '1565', 'training cost=', '0.655396499')
('Epoch:', '1565', 'test cost=', '0.679234564')
('Epoch:', '1566', 'training cost=', '0.653281973')
('Epoch:', '1566', 'test cost=', '0.646196008')
('Epoch:', '1567', 'training cost=', '0.656511145')
('Epoch:', '1567', 'test cost=', '0.644481838')
('Epoch:', '1568', 'training cost=', '0.658933913')
('Epoch:', '1568', 'test cost=', '0.640894294')
('Epoch:', '1569', 'training cost=', '0.652060561')
('Epoch:', '1569', 'test cost=', '0.650202215')
('Epoch:', '1570', 'training cost=', '0.656264523')
('Epoch:', '1570', 'test cost=', '0.655234158')
('Epoch:', '1571', 'training cost=', '0.654546427')
('Epoch:', '1571', 'test cost=', '0.649115860')
('Epoch:', '1572', 'training cost=', '0.655688450')
('Epoch:', '1572', 'test cost=', '0.657280266')
('Epoch:', '1573', 'training cost=', '0.658276170')
('Epoch:', '1573', 'test cost=', '0.663933396')
('Epoch:', '1574', 'training cost=', '0.656619080')
('Epoch:', '1574', 'test cost=', '0.649211705')
('Epoch:', '1575', 'training cost=', '0.653900575')
('Epoch:', '1575', 'test cost=', '0.642490089')
('Epoch:', '1576', 'training cost=', '0.655156844')
('Epoch:', '1576', 'test cost=', '0.683945537')
('Epoch:', '1577', 'training cost=', '0.658940576')
('Epoch:', '1577', 'test cost=', '0.645729482')
('Epoch:', '1578', 'training cost=', '0.656688304')
('Epoch:', '1578', 'test cost=', '0.651862919')
('Epoch:', '1579', 'training cost=', '0.658526473')
('Epoch:', '1579', 'test cost=', '0.671205878')
('Epoch:', '1580', 'training cost=', '0.655006801')
('Epoch:', '1580', 'test cost=', '0.656369507')
('Epoch:', '1581', 'training cost=', '0.657264345')
('Epoch:', '1581', 'test cost=', '0.641309798')
('Epoch:', '1582', 'training cost=', '0.657420769')
('Epoch:', '1582', 'test cost=', '0.695977509')
('Epoch:', '1583', 'training cost=', '0.656051520')
('Epoch:', '1583', 'test cost=', '0.641740918')
('Epoch:', '1584', 'training cost=', '0.654940995')
('Epoch:', '1584', 'test cost=', '0.685307205')
('Epoch:', '1585', 'training cost=', '0.654683146')
('Epoch:', '1585', 'test cost=', '0.640928745')
('Epoch:', '1586', 'training cost=', '0.657111864')
('Epoch:', '1586', 'test cost=', '0.679412425')
('Epoch:', '1587', 'training cost=', '0.657587540')
('Epoch:', '1587', 'test cost=', '0.658719420')
('Epoch:', '1588', 'training cost=', '0.657312208')
('Epoch:', '1588', 'test cost=', '0.641652763')
('Epoch:', '1589', 'training cost=', '0.657136643')
('Epoch:', '1589', 'test cost=', '0.677619457')
('Epoch:', '1590', 'training cost=', '0.655133357')
('Epoch:', '1590', 'test cost=', '0.641718090')
('Epoch:', '1591', 'training cost=', '0.655288398')
('Epoch:', '1591', 'test cost=', '0.651606560')
('Epoch:', '1592', 'training cost=', '0.654974200')
('Epoch:', '1592', 'test cost=', '0.671371996')
('Epoch:', '1593', 'training cost=', '0.659259569')
('Epoch:', '1593', 'test cost=', '0.642171741')
('Epoch:', '1594', 'training cost=', '0.654983977')
('Epoch:', '1594', 'test cost=', '0.710112035')
('Epoch:', '1595', 'training cost=', '0.655786685')
('Epoch:', '1595', 'test cost=', '0.641283870')
('Epoch:', '1596', 'training cost=', '0.655276649')
('Epoch:', '1596', 'test cost=', '0.675475895')
('Epoch:', '1597', 'training cost=', '0.655594351')
('Epoch:', '1597', 'test cost=', '0.660100877')
('Epoch:', '1598', 'training cost=', '0.655230374')
('Epoch:', '1598', 'test cost=', '0.641742706')
('Epoch:', '1599', 'training cost=', '0.655804606')
('Epoch:', '1599', 'test cost=', '0.656543136')
('Epoch:', '1600', 'training cost=', '0.655952486')
('Epoch:', '1600', 'test cost=', '0.648938298')
('Epoch:', '1601', 'training cost=', '0.658354168')
('Epoch:', '1601', 'test cost=', '0.669209301')
('Epoch:', '1602', 'training cost=', '0.657779408')
('Epoch:', '1602', 'test cost=', '0.650650501')
('Epoch:', '1603', 'training cost=', '0.653355854')
('Epoch:', '1603', 'test cost=', '0.652066708')
('Epoch:', '1604', 'training cost=', '0.659029336')
('Epoch:', '1604', 'test cost=', '0.652977526')
('Epoch:', '1605', 'training cost=', '0.653704528')
('Epoch:', '1605', 'test cost=', '0.641529024')
('Epoch:', '1606', 'training cost=', '0.657794353')
('Epoch:', '1606', 'test cost=', '0.655606925')
('Epoch:', '1607', 'training cost=', '0.654624061')
('Epoch:', '1607', 'test cost=', '0.641194403')
('Epoch:', '1608', 'training cost=', '0.655981516')
('Epoch:', '1608', 'test cost=', '0.641962886')
('Epoch:', '1609', 'training cost=', '0.657260164')
('Epoch:', '1609', 'test cost=', '0.642545521')
('Epoch:', '1610', 'training cost=', '0.655542021')
('Epoch:', '1610', 'test cost=', '0.647192657')
('Epoch:', '1611', 'training cost=', '0.657400667')
('Epoch:', '1611', 'test cost=', '0.690573215')
('Epoch:', '1612', 'training cost=', '0.654234963')
('Epoch:', '1612', 'test cost=', '0.732276201')
('Epoch:', '1613', 'training cost=', '0.658250070')
('Epoch:', '1613', 'test cost=', '0.688155591')
('Epoch:', '1614', 'training cost=', '0.656027800')
('Epoch:', '1614', 'test cost=', '0.640952170')
('Epoch:', '1615', 'training cost=', '0.655155773')
('Epoch:', '1615', 'test cost=', '0.645567298')
('Epoch:', '1616', 'training cost=', '0.654103114')
('Epoch:', '1616', 'test cost=', '0.650181711')
('Epoch:', '1617', 'training cost=', '0.659369421')
('Epoch:', '1617', 'test cost=', '0.642149806')
('Epoch:', '1618', 'training cost=', '0.654257920')
('Epoch:', '1618', 'test cost=', '0.695279419')
('Epoch:', '1619', 'training cost=', '0.655101520')
('Epoch:', '1619', 'test cost=', '0.659408510')
('Epoch:', '1620', 'training cost=', '0.653763468')
('Epoch:', '1620', 'test cost=', '0.642722607')
('Epoch:', '1621', 'training cost=', '0.658501450')
('Epoch:', '1621', 'test cost=', '0.663470209')
('Epoch:', '1622', 'training cost=', '0.658076824')
('Epoch:', '1622', 'test cost=', '0.662310183')
('Epoch:', '1623', 'training cost=', '0.660673639')
('Epoch:', '1623', 'test cost=', '0.640834272')
('Epoch:', '1624', 'training cost=', '0.656945391')
('Epoch:', '1624', 'test cost=', '0.640911937')
('Epoch:', '1625', 'training cost=', '0.654768912')
('Epoch:', '1625', 'test cost=', '0.642483294')
('Epoch:', '1626', 'training cost=', '0.871849505')
('Epoch:', '1626', 'test cost=', '0.643990278')
('Epoch:', '1627', 'training cost=', '0.655521811')
('Epoch:', '1627', 'test cost=', '0.684991062')
('Epoch:', '1628', 'training cost=', '0.658957549')
('Epoch:', '1628', 'test cost=', '0.649501801')
('Epoch:', '1629', 'training cost=', '0.660077180')
('Epoch:', '1629', 'test cost=', '0.664233565')
('Epoch:', '1630', 'training cost=', '0.659475402')
('Epoch:', '1630', 'test cost=', '0.659872949')
('Epoch:', '1631', 'training cost=', '0.658396117')
('Epoch:', '1631', 'test cost=', '0.664507866')
('Epoch:', '1632', 'training cost=', '0.654303732')
('Epoch:', '1632', 'test cost=', '0.648486733')
('Epoch:', '1633', 'training cost=', '0.657825291')
('Epoch:', '1633', 'test cost=', '0.642244697')
('Epoch:', '1634', 'training cost=', '0.654392459')
('Epoch:', '1634', 'test cost=', '0.641292751')
('Epoch:', '1635', 'training cost=', '0.658215964')
('Epoch:', '1635', 'test cost=', '0.702908397')
('Epoch:', '1636', 'training cost=', '0.654743939')
('Epoch:', '1636', 'test cost=', '0.649560153')
('Epoch:', '1637', 'training cost=', '0.658348041')
('Epoch:', '1637', 'test cost=', '0.667585850')
('Epoch:', '1638', 'training cost=', '0.656068946')
('Epoch:', '1638', 'test cost=', '0.640772939')
('Epoch:', '1639', 'training cost=', '0.654851075')
('Epoch:', '1639', 'test cost=', '0.649957061')
('Epoch:', '1640', 'training cost=', '0.651626864')
('Epoch:', '1640', 'test cost=', '0.648926020')
('Epoch:', '1641', 'training cost=', '0.653897946')
('Epoch:', '1641', 'test cost=', '0.646018863')
('Epoch:', '1642', 'training cost=', '0.656939235')
('Epoch:', '1642', 'test cost=', '0.644281447')
('Epoch:', '1643', 'training cost=', '0.656299590')
('Epoch:', '1643', 'test cost=', '0.661552489')
('Epoch:', '1644', 'training cost=', '0.658587040')
('Epoch:', '1644', 'test cost=', '0.650303841')
('Epoch:', '1645', 'training cost=', '0.655543604')
('Epoch:', '1645', 'test cost=', '0.713575006')
('Epoch:', '1646', 'training cost=', '0.654798585')
('Epoch:', '1646', 'test cost=', '0.640901804')
('Epoch:', '1647', 'training cost=', '0.657640150')
('Epoch:', '1647', 'test cost=', '0.653607011')
('Epoch:', '1648', 'training cost=', '0.655194807')
('Epoch:', '1648', 'test cost=', '0.676766336')
('Epoch:', '1649', 'training cost=', '0.659803219')
('Epoch:', '1649', 'test cost=', '0.651609540')
('Epoch:', '1650', 'training cost=', '0.657296186')
('Epoch:', '1650', 'test cost=', '0.678367674')
('Epoch:', '1651', 'training cost=', '0.657585296')
('Epoch:', '1651', 'test cost=', '0.641159177')
('Epoch:', '1652', 'training cost=', '0.656509740')
('Epoch:', '1652', 'test cost=', '0.674663782')
('Epoch:', '1653', 'training cost=', '0.656517319')
('Epoch:', '1653', 'test cost=', '0.661119640')
('Epoch:', '1654', 'training cost=', '0.659379612')
('Epoch:', '1654', 'test cost=', '0.650181532')
('Epoch:', '1655', 'training cost=', '0.656089900')
('Epoch:', '1655', 'test cost=', '0.644017577')
('Epoch:', '1656', 'training cost=', '0.656671092')
('Epoch:', '1656', 'test cost=', '0.652012467')
('Epoch:', '1657', 'training cost=', '0.654470890')
('Epoch:', '1657', 'test cost=', '0.651736736')
('Epoch:', '1658', 'training cost=', '0.655792171')
('Epoch:', '1658', 'test cost=', '0.643328309')
('Epoch:', '1659', 'training cost=', '0.659248875')
('Epoch:', '1659', 'test cost=', '0.659071803')
('Epoch:', '1660', 'training cost=', '0.653000047')
('Epoch:', '1660', 'test cost=', '0.674152553')
('Epoch:', '1661', 'training cost=', '0.655763954')
('Epoch:', '1661', 'test cost=', '0.644746661')
('Epoch:', '1662', 'training cost=', '0.654374136')
('Epoch:', '1662', 'test cost=', '0.644309700')
('Epoch:', '1663', 'training cost=', '0.655934638')
('Epoch:', '1663', 'test cost=', '0.640792847')
('Epoch:', '1664', 'training cost=', '0.655635902')
('Epoch:', '1664', 'test cost=', '0.640836120')
('Epoch:', '1665', 'training cost=', '0.656955037')
('Epoch:', '1665', 'test cost=', '0.652135909')
('Epoch:', '1666', 'training cost=', '0.656770201')
('Epoch:', '1666', 'test cost=', '0.640888631')
('Epoch:', '1667', 'training cost=', '0.657384374')
('Epoch:', '1667', 'test cost=', '0.645483732')
('Epoch:', '1668', 'training cost=', '0.656036582')
('Epoch:', '1668', 'test cost=', '0.645663261')
('Epoch:', '1669', 'training cost=', '0.657252781')
('Epoch:', '1669', 'test cost=', '0.643722296')
('Epoch:', '1670', 'training cost=', '0.656396251')
('Epoch:', '1670', 'test cost=', '0.663125515')
('Epoch:', '1671', 'training cost=', '0.655999657')
('Epoch:', '1671', 'test cost=', '0.654114842')
('Epoch:', '1672', 'training cost=', '0.654632681')
('Epoch:', '1672', 'test cost=', '0.641336739')
('Epoch:', '1673', 'training cost=', '0.654796400')
('Epoch:', '1673', 'test cost=', '0.641248941')
('Epoch:', '1674', 'training cost=', '0.659635045')
('Epoch:', '1674', 'test cost=', '0.645148218')
('Epoch:', '1675', 'training cost=', '0.658355118')
('Epoch:', '1675', 'test cost=', '0.645374835')
('Epoch:', '1676', 'training cost=', '0.658413137')
('Epoch:', '1676', 'test cost=', '0.642150283')
('Epoch:', '1677', 'training cost=', '0.661014444')
('Epoch:', '1677', 'test cost=', '0.677212536')
('Epoch:', '1678', 'training cost=', '0.651626156')
('Epoch:', '1678', 'test cost=', '0.664790213')
('Epoch:', '1679', 'training cost=', '0.654844301')
('Epoch:', '1679', 'test cost=', '0.663835526')
('Epoch:', '1680', 'training cost=', '0.656665413')
('Epoch:', '1680', 'test cost=', '0.690722644')
('Epoch:', '1681', 'training cost=', '0.654279349')
('Epoch:', '1681', 'test cost=', '0.643982053')
('Epoch:', '1682', 'training cost=', '0.656113250')
('Epoch:', '1682', 'test cost=', '0.642556369')
('Epoch:', '1683', 'training cost=', '0.657659823')
('Epoch:', '1683', 'test cost=', '0.672347069')
('Epoch:', '1684', 'training cost=', '0.655973764')
('Epoch:', '1684', 'test cost=', '0.650350571')
('Epoch:', '1685', 'training cost=', '0.657455940')
('Epoch:', '1685', 'test cost=', '0.681900382')
('Epoch:', '1686', 'training cost=', '0.655170850')
('Epoch:', '1686', 'test cost=', '0.648595512')
('Epoch:', '1687', 'training cost=', '0.655963084')
('Epoch:', '1687', 'test cost=', '0.648350716')
('Epoch:', '1688', 'training cost=', '0.652371348')
('Epoch:', '1688', 'test cost=', '0.671065450')
('Epoch:', '1689', 'training cost=', '0.656840637')
('Epoch:', '1689', 'test cost=', '0.644680679')
('Epoch:', '1690', 'training cost=', '0.653359245')
('Epoch:', '1690', 'test cost=', '0.641178906')
('Epoch:', '1691', 'training cost=', '0.655308708')
('Epoch:', '1691', 'test cost=', '0.641324699')
('Epoch:', '1692', 'training cost=', '0.656472567')
('Epoch:', '1692', 'test cost=', '0.646908283')
('Epoch:', '1693', 'training cost=', '0.655881112')
('Epoch:', '1693', 'test cost=', '0.679359078')
('Epoch:', '1694', 'training cost=', '0.655368896')
('Epoch:', '1694', 'test cost=', '0.645402312')
('Epoch:', '1695', 'training cost=', '0.657609526')
('Epoch:', '1695', 'test cost=', '0.653958321')
('Epoch:', '1696', 'training cost=', '0.657687240')
('Epoch:', '1696', 'test cost=', '0.641034544')
('Epoch:', '1697', 'training cost=', '0.656275209')
('Epoch:', '1697', 'test cost=', '0.640815437')
('Epoch:', '1698', 'training cost=', '0.656719128')
('Epoch:', '1698', 'test cost=', '0.641723931')
('Epoch:', '1699', 'training cost=', '0.656933535')
('Epoch:', '1699', 'test cost=', '0.644783795')
('Epoch:', '1700', 'training cost=', '0.656776952')
('Epoch:', '1700', 'test cost=', '0.665173948')
('Epoch:', '1701', 'training cost=', '0.652997375')
('Epoch:', '1701', 'test cost=', '0.655919731')
('Epoch:', '1702', 'training cost=', '0.659967845')
('Epoch:', '1702', 'test cost=', '0.668448508')
('Epoch:', '1703', 'training cost=', '0.657925955')
('Epoch:', '1703', 'test cost=', '0.694105685')
('Epoch:', '1704', 'training cost=', '0.658806172')
('Epoch:', '1704', 'test cost=', '0.682092369')
('Epoch:', '1705', 'training cost=', '0.653245971')
('Epoch:', '1705', 'test cost=', '0.640913069')
('Epoch:', '1706', 'training cost=', '0.654232793')
('Epoch:', '1706', 'test cost=', '0.655301630')
('Epoch:', '1707', 'training cost=', '0.655283953')
('Epoch:', '1707', 'test cost=', '0.697266996')
('Epoch:', '1708', 'training cost=', '0.656326453')
('Epoch:', '1708', 'test cost=', '0.641179502')
('Epoch:', '1709', 'training cost=', '0.658066006')
('Epoch:', '1709', 'test cost=', '0.649446368')
('Epoch:', '1710', 'training cost=', '0.654172860')
('Epoch:', '1710', 'test cost=', '0.700091064')
('Epoch:', '1711', 'training cost=', '0.654691876')
('Epoch:', '1711', 'test cost=', '0.675896704')
('Epoch:', '1712', 'training cost=', '0.658791813')
('Epoch:', '1712', 'test cost=', '0.740316987')
('Epoch:', '1713', 'training cost=', '0.656976115')
('Epoch:', '1713', 'test cost=', '0.688164532')
('Epoch:', '1714', 'training cost=', '0.653246229')
('Epoch:', '1714', 'test cost=', '0.735860467')
('Epoch:', '1715', 'training cost=', '0.657330736')
('Epoch:', '1715', 'test cost=', '0.641505897')
('Epoch:', '1716', 'training cost=', '0.659610214')
('Epoch:', '1716', 'test cost=', '0.640862823')
('Epoch:', '1717', 'training cost=', '0.653755492')
('Epoch:', '1717', 'test cost=', '0.640966535')
('Epoch:', '1718', 'training cost=', '0.658901028')
('Epoch:', '1718', 'test cost=', '0.643993974')
('Epoch:', '1719', 'training cost=', '0.656658529')
('Epoch:', '1719', 'test cost=', '0.642029881')
('Epoch:', '1720', 'training cost=', '0.654110443')
('Epoch:', '1720', 'test cost=', '0.646282792')
('Epoch:', '1721', 'training cost=', '0.654611585')
('Epoch:', '1721', 'test cost=', '0.677475929')
('Epoch:', '1722', 'training cost=', '0.655955676')
('Epoch:', '1722', 'test cost=', '0.642485917')
('Epoch:', '1723', 'training cost=', '0.658715647')
('Epoch:', '1723', 'test cost=', '0.641144872')
('Epoch:', '1724', 'training cost=', '0.656035844')
('Epoch:', '1724', 'test cost=', '0.647730410')
('Epoch:', '1725', 'training cost=', '0.653877363')
('Epoch:', '1725', 'test cost=', '0.645592928')
('Epoch:', '1726', 'training cost=', '0.657473222')
('Epoch:', '1726', 'test cost=', '0.644391119')
('Epoch:', '1727', 'training cost=', '0.659770751')
('Epoch:', '1727', 'test cost=', '0.662409306')
('Epoch:', '1728', 'training cost=', '0.652772462')
('Epoch:', '1728', 'test cost=', '0.651221514')
('Epoch:', '1729', 'training cost=', '0.656455321')
('Epoch:', '1729', 'test cost=', '0.688376963')
('Epoch:', '1730', 'training cost=', '0.658102483')
('Epoch:', '1730', 'test cost=', '0.646618843')
('Epoch:', '1731', 'training cost=', '0.652158685')
('Epoch:', '1731', 'test cost=', '0.644308984')
('Epoch:', '1732', 'training cost=', '0.657463708')
('Epoch:', '1732', 'test cost=', '0.660240054')
('Epoch:', '1733', 'training cost=', '0.656704640')
('Epoch:', '1733', 'test cost=', '0.642952085')
('Epoch:', '1734', 'training cost=', '0.657951515')
('Epoch:', '1734', 'test cost=', '0.686023653')
('Epoch:', '1735', 'training cost=', '0.654316051')
('Epoch:', '1735', 'test cost=', '0.643889844')
('Epoch:', '1736', 'training cost=', '0.659281827')
('Epoch:', '1736', 'test cost=', '0.682813227')
('Epoch:', '1737', 'training cost=', '0.652844561')
('Epoch:', '1737', 'test cost=', '0.641299248')
('Epoch:', '1738', 'training cost=', '0.655986947')
('Epoch:', '1738', 'test cost=', '0.640927315')
('Epoch:', '1739', 'training cost=', '0.657006487')
('Epoch:', '1739', 'test cost=', '0.660013556')
('Epoch:', '1740', 'training cost=', '0.654865704')
('Epoch:', '1740', 'test cost=', '0.677290440')
('Epoch:', '1741', 'training cost=', '0.654651517')
('Epoch:', '1741', 'test cost=', '0.647449732')
('Epoch:', '1742', 'training cost=', '0.660053472')
('Epoch:', '1742', 'test cost=', '0.678005099')
('Epoch:', '1743', 'training cost=', '0.656840921')
('Epoch:', '1743', 'test cost=', '0.655978978')
('Epoch:', '1744', 'training cost=', '0.654742355')
('Epoch:', '1744', 'test cost=', '0.660631061')
('Epoch:', '1745', 'training cost=', '0.657511481')
('Epoch:', '1745', 'test cost=', '0.640833914')
('Epoch:', '1746', 'training cost=', '0.658125597')
('Epoch:', '1746', 'test cost=', '0.641155839')
('Epoch:', '1747', 'training cost=', '0.653954212')
('Epoch:', '1747', 'test cost=', '0.641865611')
('Epoch:', '1748', 'training cost=', '0.658931213')
('Epoch:', '1748', 'test cost=', '0.658734024')
('Epoch:', '1749', 'training cost=', '0.656023758')
('Epoch:', '1749', 'test cost=', '0.648044586')
('Epoch:', '1750', 'training cost=', '0.655926539')
('Epoch:', '1750', 'test cost=', '0.677707255')
('Epoch:', '1751', 'training cost=', '0.652624976')
('Epoch:', '1751', 'test cost=', '0.645883560')
('Epoch:', '1752', 'training cost=', '0.656908626')
('Epoch:', '1752', 'test cost=', '0.651339352')
('Epoch:', '1753', 'training cost=', '0.656347647')
('Epoch:', '1753', 'test cost=', '0.646680355')
('Epoch:', '1754', 'training cost=', '0.651503620')
('Epoch:', '1754', 'test cost=', '0.657722533')
('Epoch:', '1755', 'training cost=', '0.657189441')
('Epoch:', '1755', 'test cost=', '0.692513227')
('Epoch:', '1756', 'training cost=', '0.657189571')
('Epoch:', '1756', 'test cost=', '0.644765496')
('Epoch:', '1757', 'training cost=', '0.657496964')
('Epoch:', '1757', 'test cost=', '0.682498455')
('Epoch:', '1758', 'training cost=', '0.654079892')
('Epoch:', '1758', 'test cost=', '0.645358145')
('Epoch:', '1759', 'training cost=', '0.655687688')
('Epoch:', '1759', 'test cost=', '0.647080362')
('Epoch:', '1760', 'training cost=', '0.655456096')
('Epoch:', '1760', 'test cost=', '0.656989813')
('Epoch:', '1761', 'training cost=', '0.654974110')
('Epoch:', '1761', 'test cost=', '0.643033862')
('Epoch:', '1762', 'training cost=', '0.656609349')
('Epoch:', '1762', 'test cost=', '0.670656621')
('Epoch:', '1763', 'training cost=', '0.656005447')
('Epoch:', '1763', 'test cost=', '0.645974219')
('Epoch:', '1764', 'training cost=', '0.655958562')
('Epoch:', '1764', 'test cost=', '0.642041802')
('Epoch:', '1765', 'training cost=', '0.657293429')
('Epoch:', '1765', 'test cost=', '0.680939138')
('Epoch:', '1766', 'training cost=', '0.653710480')
('Epoch:', '1766', 'test cost=', '0.651602745')
('Epoch:', '1767', 'training cost=', '0.656039885')
('Epoch:', '1767', 'test cost=', '0.650428832')
('Epoch:', '1768', 'training cost=', '0.658641527')
('Epoch:', '1768', 'test cost=', '0.659405291')
('Epoch:', '1769', 'training cost=', '0.658401321')
('Epoch:', '1769', 'test cost=', '0.677882910')
('Epoch:', '1770', 'training cost=', '0.654944583')
('Epoch:', '1770', 'test cost=', '0.643784821')
('Epoch:', '1771', 'training cost=', '0.659182042')
('Epoch:', '1771', 'test cost=', '0.646513522')
('Epoch:', '1772', 'training cost=', '0.657135146')
('Epoch:', '1772', 'test cost=', '0.640824735')
('Epoch:', '1773', 'training cost=', '0.654029720')
('Epoch:', '1773', 'test cost=', '0.641699135')
('Epoch:', '1774', 'training cost=', '0.660733457')
('Epoch:', '1774', 'test cost=', '0.675526738')
('Epoch:', '1775', 'training cost=', '0.657402913')
('Epoch:', '1775', 'test cost=', '0.650372505')
('Epoch:', '1776', 'training cost=', '0.656521833')
('Epoch:', '1776', 'test cost=', '0.712071657')
('Epoch:', '1777', 'training cost=', '0.658389798')
('Epoch:', '1777', 'test cost=', '0.674705982')
('Epoch:', '1778', 'training cost=', '0.653762488')
('Epoch:', '1778', 'test cost=', '0.666994154')
('Epoch:', '1779', 'training cost=', '0.658303455')
('Epoch:', '1779', 'test cost=', '0.640892148')
('Epoch:', '1780', 'training cost=', '0.659922223')
('Epoch:', '1780', 'test cost=', '0.641166508')
('Epoch:', '1781', 'training cost=', '0.654916750')
('Epoch:', '1781', 'test cost=', '0.650934875')
('Epoch:', '1782', 'training cost=', '0.658403709')
('Epoch:', '1782', 'test cost=', '0.657109320')
('Epoch:', '1783', 'training cost=', '0.654494332')
('Epoch:', '1783', 'test cost=', '0.641028106')
('Epoch:', '1784', 'training cost=', '0.655226068')
('Epoch:', '1784', 'test cost=', '0.655319154')
('Epoch:', '1785', 'training cost=', '0.656115811')
('Epoch:', '1785', 'test cost=', '0.646189451')
('Epoch:', '1786', 'training cost=', '0.657431118')
('Epoch:', '1786', 'test cost=', '0.665496409')
('Epoch:', '1787', 'training cost=', '0.655150579')
('Epoch:', '1787', 'test cost=', '0.641254723')
